,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Num_of_Routes_Covered,Month,Duration_min,Season,1_Long_layover,Change_airports,Business_class,Flight_Dept_Slot,Day_of_Dept,Is_Weekend,Price_capped,Arrival_Hour,Journey_Month,Price_Category,Route_Pair,Airline_enc,Source_enc,Destination_enc,Season_enc,Flight_Dept_Slot_enc
3861,IndiGo,2019-05-12,Mumbai,Hyderabad,BOM → HYD,1900-01-01 16:55:00,2026-02-07 18:25:00,1h 30m,0,No info,3603,1,5,90,Summer,0,0,0,Aft,Sunday,1,3603.0,18,5,Low,Mumbai → Hyderabad,3,4,3,1,0
3862,Air India,2019-06-12,Kolkata,Banglore,CCU → DEL → BLR,1900-01-01 07:00:00,2026-02-07 16:15:00,9h 15m,1,No info,11936,2,6,555,Monsoon,0,0,0,Mrng,Wednesday,0,11936.0,16,6,High,Kolkata → Banglore,1,3,0,0,2
3863,Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,1900-01-01 10:00:00,2026-02-07 01:30:00,15h 30m,1,In-flight meal not included,8925,2,5,930,Summer,0,0,0,Mrng,Monday,0,8925.0,1,5,High,Delhi → Cochin,5,2,1,1,2
3864,Air India,2019-04-21,Delhi,Cochin,DEL → COK,1900-01-01 14:10:00,2026-02-07 17:10:00,3h,0,No info,6934,1,4,180,Summer,0,0,0,Aft,Sunday,1,6934.0,17,4,Medium,Delhi → Cochin,1,2,1,1,0
3865,Jet Airways,2019-04-15,Delhi,Cochin,DEL → BOM → COK,1900-01-01 11:30:00,2026-02-07 19:00:00,7h 30m,1,In-flight meal not included,6542,2,4,450,Summer,0,0,0,Mrng,Monday,0,6542.0,19,4,Medium,Delhi → Cochin,4,2,1,1,2
3866,IndiGo,2019-03-15,Kolkata,Banglore,CCU → BLR,1900-01-01 14:20:00,2026-02-07 16:55:00,2h 35m,0,No info,4778,1,3,155,Summer,0,0,0,Aft,Friday,0,4778.0,16,3,Low,Kolkata → Banglore,3,3,0,1,0
3867,IndiGo,2019-05-24,Kolkata,Banglore,CCU → BLR,1900-01-01 17:15:00,2026-02-07 19:50:00,2h 35m,0,No info,4804,1,5,155,Summer,0,0,0,Evng,Friday,0,4804.0,19,5,Low,Kolkata → Banglore,3,3,0,1,1
3868,Jet Airways,2019-05-12,Kolkata,Banglore,CCU → DEL → BLR,1900-01-01 20:25:00,2026-02-07 10:55:00,14h 30m,1,No info,14151,2,5,870,Summer,0,0,0,Evng,Sunday,1,14151.0,10,5,Very High,Kolkata → Banglore,4,3,0,1,1
3869,Multiple carriers,2019-06-01,Delhi,Cochin,DEL → BOM → COK,1900-01-01 13:00:00,2026-02-07 19:15:00,6h 15m,1,No info,16108,2,6,375,Monsoon,0,0,0,Aft,Saturday,1,16108.0,19,6,Very High,Delhi → Cochin,5,2,1,0,0
3870,Multiple carriers,2019-06-01,Delhi,Cochin,DEL → BOM → COK,1900-01-01 15:00:00,2026-02-07 01:30:00,10h 30m,1,No info,13377,2,6,630,Monsoon,0,0,0,Aft,Saturday,1,13377.0,1,6,Very High,Delhi → Cochin,5,2,1,0,0
3871,SpiceJet,2019-04-01,Banglore,Delhi,BLR → DEL,1900-01-01 09:30:00,2026-02-07 12:20:00,2h 50m,0,No check-in baggage included,3919,1,4,170,Summer,0,0,0,Mrng,Monday,0,3919.0,12,4,Low,Banglore → Delhi,7,0,2,1,2
3872,Multiple carriers,2019-03-06,Delhi,Cochin,DEL → BOM → COK,1900-01-01 13:55:00,2026-02-07 21:00:00,7h 5m,1,In-flight meal not included,15136,2,3,425,Summer,0,0,0,Aft,Wednesday,0,15136.0,21,3,Very High,Delhi → Cochin,5,2,1,1,0
3873,Vistara,2019-05-21,Kolkata,Banglore,CCU → DEL → BLR,1900-01-01 07:10:00,2026-02-07 20:20:00,13h 10m,1,No info,9345,2,5,790,Summer,0,0,0,Mrng,Tuesday,0,9345.0,20,5,High,Kolkata → Banglore,9,3,0,1,2
3874,Multiple carriers,2019-03-27,Delhi,Cochin,DEL → BOM → COK,1900-01-01 02:15:00,2026-02-07 15:30:00,13h 15m,1,No info,12327,2,3,795,Summer,0,0,0,Nyt,Wednesday,0,12327.0,15,3,Very High,Delhi → Cochin,5,2,1,1,3
3875,Jet Airways,2019-03-18,Banglore,New Delhi,BLR → BOM → DEL,1900-01-01 08:55:00,2026-02-07 16:10:00,7h 15m,1,No info,12284,2,3,435,Summer,0,0,0,Mrng,Monday,0,12284.0,16,3,Very High,Banglore → New Delhi,4,0,5,1,2
3876,Air India,2019-05-15,Delhi,Cochin,DEL → HYD → BOM → COK,1900-01-01 17:15:00,2026-02-07 19:15:00,26h,2,No info,13039,3,5,1560,Summer,0,0,0,Evng,Wednesday,0,13039.0,19,5,Very High,Delhi → Cochin,1,2,1,1,1
3877,Jet Airways,2019-03-09,Delhi,Cochin,DEL → BOM → COK,1900-01-01 17:25:00,2026-02-07 04:25:00,11h,1,In-flight meal not included,11848,2,3,660,Summer,0,0,0,Evng,Saturday,1,11848.0,4,3,High,Delhi → Cochin,4,2,1,1,1
3878,Jet Airways,2019-05-21,Delhi,Cochin,DEL → BOM → COK,1900-01-01 18:15:00,2026-02-07 19:00:00,24h 45m,1,No info,16079,2,5,1485,Summer,0,0,0,Evng,Tuesday,0,16079.0,19,5,Very High,Delhi → Cochin,4,2,1,1,1
3879,IndiGo,2019-05-03,Kolkata,Banglore,CCU → BLR,1900-01-01 22:15:00,2026-02-07 00:50:00,2h 35m,0,No info,4804,1,5,155,Summer,0,0,0,Nyt,Friday,0,4804.0,0,5,Low,Kolkata → Banglore,3,3,0,1,3
3880,Jet Airways,2019-06-09,Kolkata,Banglore,CCU → BOM → BLR,1900-01-01 20:00:00,2026-02-07 23:35:00,27h 35m,1,In-flight meal not included,10844,2,6,1655,Monsoon,0,0,0,Evng,Sunday,1,10844.0,23,6,High,Kolkata → Banglore,4,3,0,0,1
3881,Vistara,2019-04-01,Kolkata,Banglore,CCU → DEL → BLR,1900-01-01 20:20:00,2026-02-07 10:45:00,14h 25m,1,No info,8505,2,4,865,Summer,0,0,0,Evng,Monday,0,8505.0,10,4,High,Kolkata → Banglore,9,3,0,1,1
3882,Air India,2019-03-24,Kolkata,Banglore,CCU → BOM → GOI → BLR,1900-01-01 09:25:00,2026-02-07 05:35:00,20h 10m,2,No info,11774,3,3,1210,Summer,0,0,0,Mrng,Sunday,1,11774.0,5,3,High,Kolkata → Banglore,1,3,0,1,2
3883,Jet Airways,2019-06-03,Banglore,Delhi,BLR → DEL,1900-01-01 06:00:00,2026-02-07 08:45:00,2h 45m,0,In-flight meal not included,5769,1,6,165,Monsoon,0,0,0,Mrng,Monday,0,5769.0,8,6,Medium,Banglore → Delhi,4,0,2,0,2
3884,Jet Airways,2019-05-01,Kolkata,Banglore,CCU → BOM → BLR,1900-01-01 08:25:00,2026-02-07 20:45:00,12h 20m,1,In-flight meal not included,10844,2,5,740,Summer,0,0,0,Mrng,Wednesday,0,10844.0,20,5,High,Kolkata → Banglore,4,3,0,1,2
3885,SpiceJet,2019-05-24,Chennai,Kolkata,MAA → CCU,1900-01-01 08:20:00,2026-02-07 10:35:00,2h 15m,0,No info,3597,1,5,135,Summer,0,0,0,Mrng,Friday,0,3597.0,10,5,Low,Chennai → Kolkata,7,1,4,1,2
3886,Multiple carriers,2019-03-06,Delhi,Cochin,DEL → BOM → COK,1900-01-01 10:00:00,2026-02-07 18:50:00,8h 50m,1,No info,16497,2,3,530,Summer,0,0,0,Mrng,Wednesday,0,16497.0,18,3,Very High,Delhi → Cochin,5,2,1,1,2
3887,Jet Airways,2019-05-15,Kolkata,Banglore,CCU → DEL → BLR,1900-01-01 17:00:00,2026-02-07 19:10:00,26h 10m,1,No info,14151,2,5,1570,Summer,0,0,0,Evng,Wednesday,0,14151.0,19,5,Very High,Kolkata → Banglore,4,3,0,1,1
3888,IndiGo,2019-05-06,Kolkata,Banglore,CCU → BLR,1900-01-01 09:35:00,2026-02-07 12:20:00,2h 45m,0,No info,4804,1,5,165,Summer,0,0,0,Mrng,Monday,0,4804.0,12,5,Low,Kolkata → Banglore,3,3,0,1,2
3889,Air India,2019-05-24,Mumbai,Hyderabad,BOM → HYD,1900-01-01 15:00:00,2026-02-07 16:25:00,1h 25m,0,No info,3100,1,5,85,Summer,0,0,0,Aft,Friday,0,3100.0,16,5,Low,Mumbai → Hyderabad,1,4,3,1,0
3890,Jet Airways,2019-06-03,Delhi,Cochin,DEL → BOM → COK,1900-01-01 09:00:00,2026-02-07 19:00:00,10h,1,No info,14714,2,6,600,Monsoon,0,0,0,Mrng,Monday,0,14714.0,19,6,Very High,Delhi → Cochin,4,2,1,0,2
3891,IndiGo,2019-03-01,Mumbai,Hyderabad,BOM → HYD,1900-01-01 16:55:00,2026-02-07 18:25:00,1h 30m,0,No info,8853,1,3,90,Summer,0,0,0,Aft,Friday,0,8853.0,18,3,High,Mumbai → Hyderabad,3,4,3,1,0
3892,IndiGo,2019-06-01,Delhi,Cochin,DEL → MAA → COK,1900-01-01 07:15:00,2026-02-07 12:30:00,5h 15m,1,No info,6582,2,6,315,Monsoon,0,0,0,Mrng,Saturday,1,6582.0,12,6,Medium,Delhi → Cochin,3,2,1,0,2
3893,Vistara,2019-06-03,Banglore,Delhi,BLR → DEL,1900-01-01 11:30:00,2026-02-07 14:20:00,2h 50m,0,No info,4668,1,6,170,Monsoon,0,0,0,Mrng,Monday,0,4668.0,14,6,Low,Banglore → Delhi,9,0,2,0,2
3894,Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,1900-01-01 20:00:00,2026-02-07 16:20:00,20h 20m,1,No info,14571,2,6,1220,Monsoon,0,0,0,Evng,Thursday,0,14571.0,16,6,Very High,Kolkata → Banglore,4,3,0,0,1
3895,Jet Airways,2019-03-06,Delhi,Cochin,DEL → BOM → COK,1900-01-01 21:50:00,2026-02-07 04:25:00,6h 35m,1,In-flight meal not included,13843,2,3,395,Summer,0,0,0,Nyt,Wednesday,0,13843.0,4,3,Very High,Delhi → Cochin,4,2,1,1,3
3896,Multiple carriers,2019-06-03,Delhi,Cochin,DEL → BOM → COK,1900-01-01 06:40:00,2026-02-07 19:15:00,12h 35m,1,No info,7354,2,6,755,Monsoon,0,0,0,Mrng,Monday,0,7354.0,19,6,Medium,Delhi → Cochin,5,2,1,0,2
3897,IndiGo,2019-06-01,Kolkata,Banglore,CCU → BLR,1900-01-01 22:15:00,2026-02-07 00:50:00,2h 35m,0,No info,4804,1,6,155,Monsoon,0,0,0,Nyt,Saturday,1,4804.0,0,6,Low,Kolkata → Banglore,3,3,0,0,3
3898,IndiGo,2019-06-01,Chennai,Kolkata,MAA → CCU,1900-01-01 22:05:00,2026-02-07 00:25:00,2h 20m,0,No info,5277,1,6,140,Monsoon,0,0,0,Nyt,Saturday,1,5277.0,0,6,Medium,Chennai → Kolkata,3,1,4,0,3
3899,Air India,2019-03-27,Delhi,Cochin,DEL → BLR → COK,1900-01-01 20:30:00,2026-02-07 08:15:00,11h 45m,1,No info,5998,2,3,705,Summer,0,0,0,Evng,Wednesday,0,5998.0,8,3,Medium,Delhi → Cochin,1,2,1,1,1
3900,IndiGo,2019-04-01,Banglore,Delhi,BLR → DEL,1900-01-01 13:00:00,2026-02-07 15:50:00,2h 50m,0,No info,4591,1,4,170,Summer,0,0,0,Aft,Monday,0,4591.0,15,4,Low,Banglore → Delhi,3,0,2,1,0
3901,IndiGo,2019-05-06,Chennai,Kolkata,MAA → CCU,1900-01-01 14:45:00,2026-02-07 17:05:00,2h 20m,0,No info,3597,1,5,140,Summer,0,0,0,Aft,Monday,0,3597.0,17,5,Low,Chennai → Kolkata,3,1,4,1,0
3902,Jet Airways,2019-06-24,Mumbai,Hyderabad,BOM → HYD,1900-01-01 19:35:00,2026-02-07 21:05:00,1h 30m,0,No info,5678,1,6,90,Monsoon,0,0,0,Evng,Monday,0,5678.0,21,6,Medium,Mumbai → Hyderabad,4,4,3,0,1
3903,IndiGo,2019-06-06,Chennai,Kolkata,MAA → CCU,1900-01-01 07:55:00,2026-02-07 10:15:00,2h 20m,0,No info,3850,1,6,140,Monsoon,0,0,0,Mrng,Thursday,0,3850.0,10,6,Low,Chennai → Kolkata,3,1,4,0,2
3904,SpiceJet,2019-06-18,Mumbai,Hyderabad,BOM → HYD,1900-01-01 13:15:00,2026-02-07 14:45:00,1h 30m,0,No info,2017,1,6,90,Monsoon,0,0,0,Aft,Tuesday,0,2227.0,14,6,Low,Mumbai → Hyderabad,7,4,3,0,0
3905,Jet Airways,2019-06-15,Delhi,Cochin,DEL → BOM → COK,1900-01-01 20:55:00,2026-02-07 19:00:00,22h 5m,1,In-flight meal not included,10262,2,6,1325,Monsoon,0,0,0,Evng,Saturday,1,10262.0,19,6,High,Delhi → Cochin,4,2,1,0,1
3906,Air India,2019-06-12,Delhi,Cochin,DEL → JAI → BOM → COK,1900-01-01 12:00:00,2026-02-07 19:15:00,7h 15m,2,No info,8603,3,6,435,Monsoon,0,0,0,Aft,Wednesday,0,8603.0,19,6,High,Delhi → Cochin,1,2,1,0,0
3907,Multiple carriers,2019-03-03,Delhi,Cochin,DEL → HYD → COK,1900-01-01 13:05:00,2026-02-07 22:20:00,9h 15m,1,No info,14153,2,3,555,Summer,0,0,0,Aft,Sunday,1,14153.0,22,3,Very High,Delhi → Cochin,5,2,1,1,0
3908,Jet Airways,2019-05-06,Kolkata,Banglore,CCU → DEL → BLR,1900-01-01 20:25:00,2026-02-07 23:35:00,27h 10m,1,In-flight meal not included,8066,2,5,1630,Summer,0,0,0,Evng,Monday,0,8066.0,23,5,Medium,Kolkata → Banglore,4,3,0,1,1
3909,Multiple carriers,2019-03-21,Delhi,Cochin,DEL → BOM → COK,1900-01-01 12:50:00,2026-02-07 01:35:00,12h 45m,1,No info,7695,2,3,765,Summer,0,0,0,Aft,Thursday,0,7695.0,1,3,Medium,Delhi → Cochin,5,2,1,1,0
3910,SpiceJet,2019-03-06,Delhi,Cochin,DEL → PNQ → COK,1900-01-01 08:45:00,2026-02-07 13:15:00,4h 30m,1,No info,8488,2,3,270,Summer,0,0,0,Mrng,Wednesday,0,8488.0,13,3,High,Delhi → Cochin,7,2,1,1,2
3911,GoAir,2019-03-18,Banglore,New Delhi,BLR → DEL,1900-01-01 11:40:00,2026-02-07 14:35:00,2h 55m,0,No info,4340,1,3,175,Summer,0,0,0,Mrng,Monday,0,4340.0,14,3,Low,Banglore → New Delhi,2,0,5,1,2
3912,Jet Airways,2019-05-15,Kolkata,Banglore,CCU → DEL → BLR,1900-01-01 20:25:00,2026-02-07 10:55:00,14h 30m,1,No info,14151,2,5,870,Summer,0,0,0,Evng,Wednesday,0,14151.0,10,5,Very High,Kolkata → Banglore,4,3,0,1,1
3913,Jet Airways,2019-03-18,Banglore,New Delhi,BLR → BOM → DEL,1900-01-01 16:55:00,2026-02-07 05:05:00,12h 10m,1,In-flight meal not included,11087,2,3,730,Summer,0,0,0,Aft,Monday,0,11087.0,5,3,High,Banglore → New Delhi,4,0,5,1,0
3914,Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,1900-01-01 19:45:00,2026-02-07 18:10:00,22h 25m,1,No info,13759,2,3,1345,Summer,0,0,0,Evng,Sunday,1,13759.0,18,3,Very High,Kolkata → Banglore,4,3,0,1,1
3915,Jet Airways,2019-05-21,Delhi,Cochin,DEL → BOM → COK,1900-01-01 19:15:00,2026-02-07 04:25:00,9h 10m,1,No info,16079,2,5,550,Summer,0,0,0,Evng,Tuesday,0,16079.0,4,5,Very High,Delhi → Cochin,4,2,1,1,1
3916,Multiple carriers,2019-06-01,Delhi,Cochin,DEL → BOM → COK,1900-01-01 09:00:00,2026-02-07 19:00:00,10h,1,No info,12717,2,6,600,Monsoon,0,0,0,Mrng,Saturday,1,12717.0,19,6,Very High,Delhi → Cochin,5,2,1,0,2
3917,Jet Airways,2019-06-21,Mumbai,Hyderabad,BOM → HYD,1900-01-01 10:20:00,2026-02-07 11:50:00,1h 30m,0,In-flight meal not included,4995,1,6,90,Monsoon,0,0,0,Mrng,Friday,0,4995.0,11,6,Low,Mumbai → Hyderabad,4,4,3,0,2
3918,SpiceJet,2019-04-12,Kolkata,Banglore,CCU → BLR,1900-01-01 17:10:00,2026-02-07 19:40:00,2h 30m,0,No info,3873,1,4,150,Summer,0,0,0,Evng,Friday,0,3873.0,19,4,Low,Kolkata → Banglore,7,3,0,1,1
3919,Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,1900-01-01 06:30:00,2026-02-07 12:00:00,5h 30m,1,In-flight meal not included,7826,2,3,330,Summer,0,0,0,Mrng,Sunday,1,7826.0,12,3,Medium,Kolkata → Banglore,4,3,0,1,2
3920,Vistara,2019-04-01,Kolkata,Banglore,CCU → DEL → BLR,1900-01-01 20:20:00,2026-02-07 09:05:00,12h 45m,1,No info,7980,2,4,765,Summer,0,0,0,Evng,Monday,0,7980.0,9,4,Medium,Kolkata → Banglore,9,3,0,1,1
3921,Multiple carriers,2019-05-21,Delhi,Cochin,DEL → HYD → COK,1900-01-01 09:45:00,2026-02-07 00:55:00,15h 10m,1,No info,9486,2,5,910,Summer,0,0,0,Mrng,Tuesday,0,9486.0,0,5,High,Delhi → Cochin,5,2,1,1,2
3922,Jet Airways,2019-06-09,Kolkata,Banglore,CCU → BOM → BLR,1900-01-01 18:55:00,2026-02-07 18:15:00,23h 20m,1,In-flight meal not included,10844,2,6,1400,Monsoon,0,0,0,Evng,Sunday,1,10844.0,18,6,High,Kolkata → Banglore,4,3,0,0,1
3923,IndiGo,2019-03-03,Chennai,Kolkata,MAA → CCU,1900-01-01 05:15:00,2026-02-07 07:35:00,2h 20m,0,No info,6482,1,3,140,Summer,0,0,0,Mrng,Sunday,1,6482.0,7,3,Medium,Chennai → Kolkata,3,1,4,1,2
3924,IndiGo,2019-06-01,Delhi,Cochin,DEL → BOM → COK,1900-01-01 17:30:00,2026-02-07 01:30:00,8h,1,No info,6628,2,6,480,Monsoon,0,0,0,Evng,Saturday,1,6628.0,1,6,Medium,Delhi → Cochin,3,2,1,0,1
3925,Air India,2019-06-06,Kolkata,Banglore,CCU → GAU → BLR,1900-01-01 09:50:00,2026-02-07 21:05:00,11h 15m,1,No info,7452,2,6,675,Monsoon,0,0,0,Mrng,Thursday,0,7452.0,21,6,Medium,Kolkata → Banglore,1,3,0,0,2
3926,Jet Airways,2019-06-15,Delhi,Cochin,DEL → LKO → BOM → COK,1900-01-01 09:25:00,2026-02-07 04:25:00,19h,2,No info,13882,3,6,1140,Monsoon,0,0,0,Mrng,Saturday,1,13882.0,4,6,Very High,Delhi → Cochin,4,2,1,0,2
3927,Multiple carriers,2019-06-27,Delhi,Cochin,DEL → BOM → COK,1900-01-01 09:15:00,2026-02-07 19:15:00,10h,1,No info,8099,2,6,600,Monsoon,0,0,0,Mrng,Thursday,0,8099.0,19,6,Medium,Delhi → Cochin,5,2,1,0,2
3928,Vistara,2019-06-01,Banglore,Delhi,BLR → DEL,1900-01-01 17:00:00,2026-02-07 19:35:00,2h 35m,0,No info,4878,1,6,155,Monsoon,0,0,0,Evng,Saturday,1,4878.0,19,6,Low,Banglore → Delhi,9,0,2,0,1
3929,IndiGo,2019-06-06,Kolkata,Banglore,CCU → HYD → BLR,1900-01-01 15:15:00,2026-02-07 20:30:00,5h 15m,1,No info,5170,2,6,315,Monsoon,0,0,0,Aft,Thursday,0,5170.0,20,6,Low,Kolkata → Banglore,3,3,0,0,0
3930,SpiceJet,2019-03-03,Banglore,New Delhi,BLR → HYD → DEL,1900-01-01 15:35:00,2026-02-07 23:40:00,8h 5m,1,No info,6315,2,3,485,Summer,0,0,0,Aft,Sunday,1,6315.0,23,3,Medium,Banglore → New Delhi,7,0,5,1,0
3931,IndiGo,2019-03-01,Chennai,Kolkata,MAA → CCU,1900-01-01 13:20:00,2026-02-07 15:35:00,2h 15m,0,No info,7295,1,3,135,Summer,0,0,0,Aft,Friday,0,7295.0,15,3,Medium,Chennai → Kolkata,3,1,4,1,0
3932,Multiple carriers,2019-05-01,Delhi,Cochin,DEL → BOM → COK,1900-01-01 07:30:00,2026-02-07 19:00:00,11h 30m,1,No info,9794,2,5,690,Summer,0,0,0,Mrng,Wednesday,0,9794.0,19,5,High,Delhi → Cochin,5,2,1,1,2
3933,Jet Airways,2019-03-21,Delhi,Cochin,DEL → AMD → BOM → COK,1900-01-01 19:10:00,2026-02-07 04:25:00,33h 15m,2,In-flight meal not included,8834,3,3,1995,Summer,0,0,0,Evng,Thursday,0,8834.0,4,3,High,Delhi → Cochin,4,2,1,1,1
3934,SpiceJet,2019-06-21,Mumbai,Hyderabad,BOM → HYD,1900-01-01 22:45:00,2026-02-07 00:15:00,1h 30m,0,No info,2017,1,6,90,Monsoon,0,0,0,Nyt,Friday,0,2227.0,0,6,Low,Mumbai → Hyderabad,7,4,3,0,3
3935,Multiple carriers,2019-03-09,Delhi,Cochin,DEL → BOM → COK,1900-01-01 06:40:00,2026-02-07 19:45:00,13h 5m,1,No info,12615,2,3,785,Summer,0,0,0,Mrng,Saturday,1,12615.0,19,3,Very High,Delhi → Cochin,5,2,1,1,2
3936,Vistara,2019-03-09,Banglore,New Delhi,BLR → DEL,1900-01-01 21:10:00,2026-02-07 00:05:00,2h 55m,0,No info,7240,1,3,175,Summer,0,0,0,Nyt,Saturday,1,7240.0,0,3,Medium,Banglore → New Delhi,9,0,5,1,3
3937,Jet Airways,2019-06-24,Banglore,Delhi,BLR → DEL,1900-01-01 15:15:00,2026-02-07 18:10:00,2h 55m,0,No info,8016,1,6,175,Monsoon,0,0,0,Aft,Monday,0,8016.0,18,6,Medium,Banglore → Delhi,4,0,2,0,0
3938,Vistara,2019-05-06,Banglore,Delhi,BLR → DEL,1900-01-01 17:00:00,2026-02-07 19:35:00,2h 35m,0,No info,4878,1,5,155,Summer,0,0,0,Evng,Monday,0,4878.0,19,5,Low,Banglore → Delhi,9,0,2,1,1
3939,Jet Airways,2019-06-12,Delhi,Cochin,DEL → IDR → BOM → COK,1900-01-01 05:30:00,2026-02-07 04:25:00,22h 55m,2,No info,13292,3,6,1375,Monsoon,0,0,0,Mrng,Wednesday,0,13292.0,4,6,Very High,Delhi → Cochin,4,2,1,0,2
3940,Air India,2019-03-12,Banglore,New Delhi,BLR → MAA → DEL,1900-01-01 11:50:00,2026-02-07 08:55:00,21h 5m,1,No info,11707,2,3,1265,Summer,0,0,0,Mrng,Tuesday,0,11707.0,8,3,High,Banglore → New Delhi,1,0,5,1,2
3941,IndiGo,2019-06-24,Delhi,Cochin,DEL → BLR → COK,1900-01-01 17:05:00,2026-02-07 22:15:00,5h 10m,1,No info,6147,2,6,310,Monsoon,0,0,0,Evng,Monday,0,6147.0,22,6,Medium,Delhi → Cochin,3,2,1,0,1
3942,IndiGo,2019-06-12,Delhi,Cochin,DEL → BOM → COK,1900-01-01 07:30:00,2026-02-07 21:00:00,13h 30m,1,No info,6093,2,6,810,Monsoon,0,0,0,Mrng,Wednesday,0,6093.0,21,6,Medium,Delhi → Cochin,3,2,1,0,2
3943,Jet Airways,2019-04-01,Kolkata,Banglore,CCU → BOM → BLR,1900-01-01 20:00:00,2026-02-07 08:15:00,12h 15m,1,No info,12681,2,4,735,Summer,0,0,0,Evng,Monday,0,12681.0,8,4,Very High,Kolkata → Banglore,4,3,0,1,1
3944,SpiceJet,2019-05-27,Banglore,Delhi,BLR → DEL,1900-01-01 05:55:00,2026-02-07 08:35:00,2h 40m,0,No info,3311,1,5,160,Summer,0,0,0,Mrng,Monday,0,3311.0,8,5,Low,Banglore → Delhi,7,0,2,1,2
3945,Air India,2019-03-12,Mumbai,Hyderabad,BOM → BLR → CCU → BBI → HYD,1900-01-01 16:50:00,2026-02-07 12:25:00,19h 35m,3,No info,14260,4,3,1175,Summer,0,0,0,Aft,Tuesday,0,14260.0,12,3,Very High,Mumbai → Hyderabad,1,4,3,1,0
3946,Air India,2019-06-27,Delhi,Cochin,DEL → CCU → BOM → COK,1900-01-01 14:25:00,2026-02-07 19:15:00,28h 50m,2,No info,13591,3,6,1730,Monsoon,0,0,0,Aft,Thursday,0,13591.0,19,6,Very High,Delhi → Cochin,1,2,1,0,0
3947,IndiGo,2019-05-15,Kolkata,Banglore,CCU → BLR,1900-01-01 20:20:00,2026-02-07 22:55:00,2h 35m,0,No info,4804,1,5,155,Summer,0,0,0,Evng,Wednesday,0,4804.0,22,5,Low,Kolkata → Banglore,3,3,0,1,1
3948,Air India,2019-05-15,Delhi,Cochin,DEL → UDR → BOM → COK,1900-01-01 13:20:00,2026-02-07 07:40:00,18h 20m,2,No info,13538,3,5,1100,Summer,0,0,0,Aft,Wednesday,0,13538.0,7,5,Very High,Delhi → Cochin,1,2,1,1,0
3949,Jet Airways,2019-06-09,Kolkata,Banglore,CCU → DEL → BLR,1900-01-01 09:35:00,2026-02-07 09:45:00,24h 10m,1,No info,14151,2,6,1450,Monsoon,0,0,0,Mrng,Sunday,1,14151.0,9,6,Very High,Kolkata → Banglore,4,3,0,0,2
3950,SpiceJet,2019-03-15,Banglore,New Delhi,BLR → DEL,1900-01-01 05:45:00,2026-02-07 08:35:00,2h 50m,0,No info,5575,1,3,170,Summer,0,0,0,Mrng,Friday,0,5575.0,8,3,Medium,Banglore → New Delhi,7,0,5,1,2
3951,Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,1900-01-01 06:30:00,2026-02-07 09:20:00,26h 50m,1,No info,14178,2,5,1610,Summer,0,0,0,Mrng,Friday,0,14178.0,9,5,Very High,Kolkata → Banglore,4,3,0,1,2
3952,Air India,2019-03-12,Chennai,Kolkata,MAA → CCU,1900-01-01 11:40:00,2026-02-07 13:55:00,2h 15m,0,No info,7082,1,3,135,Summer,0,0,0,Mrng,Tuesday,0,7082.0,13,3,Medium,Chennai → Kolkata,1,1,4,1,2
3953,SpiceJet,2019-05-09,Banglore,Delhi,BLR → DEL,1900-01-01 21:10:00,2026-02-07 00:05:00,2h 55m,0,No check-in baggage included,4319,1,5,175,Summer,0,0,0,Nyt,Thursday,0,4319.0,0,5,Low,Banglore → Delhi,7,0,2,1,3
3954,Jet Airways,2019-03-03,Delhi,Cochin,DEL → UDR → BOM → COK,1900-01-01 18:20:00,2026-02-07 18:50:00,24h 30m,2,No info,20747,3,3,1470,Summer,0,0,0,Evng,Sunday,1,18766.85,18,3,Very High,Delhi → Cochin,4,2,1,1,1
3955,Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,1900-01-01 08:25:00,2026-02-07 22:35:00,14h 10m,1,No info,13759,2,3,850,Summer,0,0,0,Mrng,Sunday,1,13759.0,22,3,Very High,Kolkata → Banglore,4,3,0,1,2
3956,Jet Airways,2019-03-21,Delhi,Cochin,DEL → BHO → BOM → COK,1900-01-01 05:40:00,2026-02-07 04:25:00,22h 45m,2,In-flight meal not included,9181,3,3,1365,Summer,0,0,0,Mrng,Thursday,0,9181.0,4,3,High,Delhi → Cochin,4,2,1,1,2
3957,Jet Airways,2019-03-03,Delhi,Cochin,DEL → BOM → COK,1900-01-01 02:15:00,2026-02-07 18:50:00,16h 35m,1,No info,17024,2,3,995,Summer,0,0,0,Nyt,Sunday,1,17024.0,18,3,Very High,Delhi → Cochin,4,2,1,1,3
3958,IndiGo,2019-03-27,Delhi,Cochin,DEL → HYD → COK,1900-01-01 06:40:00,2026-02-07 12:00:00,5h 20m,1,No info,5298,2,3,320,Summer,0,0,0,Mrng,Wednesday,0,5298.0,12,3,Medium,Delhi → Cochin,3,2,1,1,2
